Product Type,Product ID,Product URL,Image URL,Article Number
sneakers,superga-cp938164,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/superga-cp938164.html,https://i2.schuhe.de/imgdb/img/_fsmedia1/237000219/cache/237000219-detail-04.jpg,S111WLW-A1S
sneakers,superga-cp938161,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/superga-cp938161.html,https://i2.schuhe.de/imgdb/img/_fsmedia1/237100161/cache/237100161-detail-04.jpg,S111WPW-910
sneakers,kennel-schmenger-cp1061481,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/kennel-schmenger-cp1061481.html,https://i0.schuhe.de/imgdb/img/_fsmedia15_2/243-43-40-02/cache/243-43-40-02-detail-04.jpg,5124130.354
sneakers,red-rag-cp1107813,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/red-rag-cp1107813.html,https://i0.schuhe.de/imgdb/img/_fsmedia2/32903/cache/32903-detail-04.jpg,13042-299
sneakers,nike-cp1213437,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/nike-cp1213437.html,https://i0.schuhe.de/imgdb/img/_sc24/91278/cache/91278-detail-04.jpg,DM0113-100
sneakers,ara-cp1549011,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/ara-cp1549011.html,https://i2.schuhe.de/imgdb/img/_brune/049172/cache/049172-detail-04.jpg,12-44499-31
sneakers,archivio-22-cp1189432,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/archivio-22-cp1189432.html,https://i0.schuhe.de/imgdb/img/_hillenhinrichs/265561501/cache/265561501-detail-04.jpg,494
sneakers,archivio-22-cp1189424,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/archivio-22-cp1189424.html,https://i1.schuhe.de/imgdb/img/_hillenhinrichs/265191512/cache/265191512-detail-04.jpg,267
sneakers,as98-cp1205631,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/as98-cp1205631.html,https://i0.schuhe.de/imgdb/img/_fsmedia17/260001816/cache/260001816-detail-04.jpg,A48203 0103 0001
sneakers,buffalo-cp1579050,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/buffalo-cp1579050.html,https://i0.schuhe.de/imgdb/img/_leifer/237609000/cache/237609000-detail-04.jpg,1630892
sneakers,soliver-cp1501522,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/soliver-cp1501522.html,https://i3.schuhe.de/imgdb/img/_nwortmann/5-5-23621-30-410-2321/cache/5-5-23621-30-410-2321-detail-04.jpg,5-5-23621-30/410
sneakers,stokton-cp1204987,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/stokton-cp1204987.html,https://i2.schuhe.de/imgdb/img/_imuecke/754351/cache/754351-detail-04.jpg,422-D
sneakers,online-shoes-cp1290189,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/online-shoes-cp1290189.html,https://i0.schuhe.de/imgdb/img/_fsmedia10/238101864/cache/238101864-detail-04.jpg,PSN0003-01
sneakers,palladium-cp1568560,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/palladium-cp1568560.html,https://i0.schuhe.de/imgdb/img/_leifer/252409005/cache/252409005-detail-04.jpg,98573-662-M
sneakers,tamaris-cp1502962,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/tamaris-cp1502962.html,https://i1.schuhe.de/imgdb/img/_nwortmann/1-1-25214-20-375-2321/cache/1-1-25214-20-375-2321-detail-04.jpg,1-1-25214-20/375
sneakers,british-knights-cp1512917,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/british-knights-cp1512917.html,https://i3.schuhe.de/imgdb/img/_nmuecke/829005/cache/829005-detail-04.jpg,B49-3710/02
sneakers,gerry-weber-cp1210833,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gerry-weber-cp1210833.html,https://i3.schuhe.de/imgdb/img/_leifer/252091061/cache/252091061-detail-04.jpg,G14404-101
sneakers,skechers-cp1214288,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/skechers-cp1214288.html,https://i2.schuhe.de/imgdb/img/_fsmedia1/237100265/cache/237100265-detail-04.jpg,73690 WNVR
sneakers,gabor-cp907906,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gabor-cp907906.html,https://i3.schuhe.de/imgdb/img/_loette/A119582/cache/A119582-detail-04.jpg,43.471.21
sneakers,la-strada-cp1142421,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/la-strada-cp1142421.html,https://i1.schuhe.de/imgdb/img/_imuecke/731286/cache/731286-detail-04.jpg,2001775-4523
sneakers,superga-cp934876,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/superga-cp934876.html,https://i3.schuhe.de/imgdb/img/_fsmedia1/267100008/cache/267100008-detail-04.jpg,S41188W-900
sneakers,gant-cp1383419,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/gant-cp1383419.html,https://i1.schuhe.de/imgdb/img/_goetz/390894/cache/390894-detail-04.jpg,24631766/G247
sneakers,on-cp1344217,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1344217.html,https://i3.schuhe.de/imgdb/img/_kaufmann/74815/cache/74815-detail-04.jpg,69.98854 W 98854
sneakers,on-cp1296646,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1296646.html,https://i2.schuhe.de/imgdb/img/_kaufmann/72079/cache/72079-detail-04.jpg,59.98902 W 98902
sneakers,on-cp963377,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp963377.html,https://i3.schuhe.de/imgdb/img/_imuecke/715354/cache/715354-detail-04.jpg,19.99679
sneakers,on-cp1295979,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1295979.html,https://i1.schuhe.de/imgdb/img/_weith/092163/cache/092163-detail-04.jpg,On Running
sneakers,on-cp1293225,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1293225.html,https://i1.schuhe.de/imgdb/img/_fsmedia11/237490506/cache/237490506-detail-04.jpg,59.98773 W
sneakers,on-cp1293209,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1293209.html,https://i0.schuhe.de/imgdb/img/_fsmedia11/237790510/cache/237790510-detail-04.jpg,59.98895 W
sneakers,on-cp1549281,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/on-cp1549281.html,https://i0.schuhe.de/imgdb/img/_fsmedia4/2676691063/cache/2676691063-detail-04.jpg,On Running
sneakers,new-balance-cp1541782,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/new-balance-cp1541782.html,https://i0.schuhe.de/imgdb/img/_akineo/newbalance_cw997hv11b_hgl/cache/newbalance_cw997hv11b_hgl-detail-04.jpg,CW997HGL B SEA
sneakers,asics-cp1507133,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/asics-cp1507133.html,https://i0.schuhe.de/imgdb/img/_akineo/asics_1202a414_0250/cache/asics_1202a414_0250-detail-04.jpg,1202A414-250
sneakers,adidas-cp1522280,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/adidas-cp1522280.html,https://i2.schuhe.de/imgdb/img/_akineo/adidas_118178_hp2695/cache/adidas_118178_hp2695-detail-04.jpg,HP2695
sneakers,adidas-cp1491165,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/adidas-cp1491165.html,https://i1.schuhe.de/imgdb/img/_weith/096827/cache/096827-detail-04.jpg,GX4502
sneakers,new-balance-cp1176843,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/new-balance-cp1176843.html,https://i3.schuhe.de/imgdb/img/_hillenhinrichs/235296561/cache/235296561-detail-04.jpg,CW997HVA-059
sneakers,puma-cp1087275,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/puma-cp1087275.html,https://i3.schuhe.de/imgdb/img/_puma/380220-007/cache/380220-007-detail-04.jpg,380220-07
sneakers,adidas-cp1043698,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/adidas-cp1043698.html,https://i3.schuhe.de/imgdb/img/_weith/088389/cache/088389-detail-04.jpg,FX5354
sneakers,puma-cp1062176,https://www.schuhe.de/damen-must-haves-sneaker-world/produkt/puma-cp1062176.html,https://i1.schuhe.de/imgdb/img/anwr-fs20hw21/1065968/cache/1065968-detail-04.jpg,373031 10
formal,hoegl-cp906820,https://www.schuhe.de/damen-must-haves-business-finest/produkt/hoegl-cp906820.html,https://i3.schuhe.de/imgdb/img/_kaufmann/67402/cache/67402-detail-04.jpg,9-102114-3000
formal,gabor-cp1257158,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1257158.html,https://i3.schuhe.de/imgdb/img/_passage/2270090200/cache/2270090200-detail-04.jpg,9-102114-3000
formal,hoegl-cp804293,https://www.schuhe.de/damen-must-haves-business-finest/produkt/hoegl-cp804293.html,https://i2.schuhe.de/imgdb/img/_steinmetz/030400/cache/030400-detail-04.jpg,012001430000
formal,gianluca-pisati-cp1566132,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gianluca-pisati-cp1566132.html,https://i2.schuhe.de/imgdb/img/_fsmedia1/220400021/cache/220400021-detail-04.jpg,ELEKTRA CAMEL
formal,lamica-cp1558309,https://www.schuhe.de/damen-must-haves-business-finest/produkt/lamica-cp1558309.html,https://i3.schuhe.de/imgdb/img/_qbapp/336-240001074/cache/336-240001074-detail-04.jpg,6810-LOGIC NERO
formal,gianluca-pisati-cp1548616,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gianluca-pisati-cp1548616.html,https://i1.schuhe.de/imgdb/img/_fsmedia5/2455400010/cache/2455400010-detail-04.jpg,Abete
formal,paul-green-cp1549652,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1549652.html,https://i0.schuhe.de/imgdb/img/_buerkle/216288/cache/216288-detail-04.jpg,1025-023
formal,gabor-cp1077117,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1077117.html,https://i0.schuhe.de/imgdb/img/_hillenhinrichs/240716506/cache/240716506-detail-04.jpg,64.212.19
formal,brunate-cp1362967,https://www.schuhe.de/damen-must-haves-business-finest/produkt/brunate-cp1362967.html,https://i0.schuhe.de/imgdb/img/_fsmedia13_2/26195300006/cache/26195300006-detail-04.jpg,A10KR2 11730
formal,gianluca-pisati-cp1281099,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gianluca-pisati-cp1281099.html,https://i3.schuhe.de/imgdb/img/_fsmedia20/A94668/cache/A94668-detail-04.jpg,Tami
formal,caprice-cp1495793,https://www.schuhe.de/damen-must-haves-business-finest/produkt/caprice-cp1495793.html,https://i3.schuhe.de/imgdb/img/_nwortmann/9-9-24200-20-017-2321/cache/9-9-24200-20-017-2321-detail-04.jpg,9-9-24200-20/017
formal,gabor-cp1279311,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1279311.html,https://i1.schuhe.de/imgdb/img/_fsmedia5/2454006725/cache/2454006725-detail-04.jpg,85.200.20
formal,paul-green-cp1210756,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1210756.html,https://i1.schuhe.de/imgdb/img/_fsmedia4/2532292062/cache/2532292062-detail-04.jpg,2901-019
formal,donna-carolina-cp956320,https://www.schuhe.de/damen-must-haves-business-finest/produkt/donna-carolina-cp956320.html,https://i0.schuhe.de/imgdb/img/_hillenhinrichs/240007511/cache/240007511-detail-04.jpg,42.223.058-NERO
formal,paul-green-cp1197011,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1197011.html,https://i3.schuhe.de/imgdb/img/_wolf/24200100206/cache/24200100206-detail-04.jpg,2657-009
formal,voile-blanche-cp1556986,https://www.schuhe.de/damen-must-haves-business-finest/produkt/voile-blanche-cp1556986.html,https://i2.schuhe.de/imgdb/img/_hillenhinrichs/247711503/cache/247711503-detail-04.jpg,001-2017545-01/0F03
formal,gianluca-pisati-cp1555324,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gianluca-pisati-cp1555324.html,https://i3.schuhe.de/imgdb/img/_hillenhinrichs/247466518/cache/247466518-detail-04.jpg,ALMEA VIENNA BEIGE
formal,gabor-cp1511064,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1511064.html,https://i1.schuhe.de/imgdb/img/_fsmedia8/236-00-8439/cache/236-00-8439-detail-04.jpg,25.232.27
formal,gianluca-pisati-cp1552895,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gianluca-pisati-cp1552895.html,https://i1.schuhe.de/imgdb/img/_fsmedia13_2/26166300005/cache/26166300005-detail-04.jpg,ETOIL
formal,marco-tozzi-cp1501994,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marco-tozzi-cp1501994.html,https://i0.schuhe.de/imgdb/img/_nwortmann/2-2-24705-20-085-2321/cache/2-2-24705-20-085-2321-detail-04.jpg,2-2-24705-20/085
formal,gabor-cp1400966,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1400966.html,https://i3.schuhe.de/imgdb/img/_fsmedia20/A96652/cache/A96652-detail-04.jpg,95.231.19
formal,paul-green-cp1470660,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1470660.html,https://i0.schuhe.de/imgdb/img/_rissel/247001005/cache/247001005-detail-04.jpg,2987-032
formal,tamaris-cp1184004,https://www.schuhe.de/damen-must-haves-business-finest/produkt/tamaris-cp1184004.html,https://i2.schuhe.de/imgdb/img/_nwortmann/1-1-24701-27-462-2122/cache/1-1-24701-27-462-2122-detail-04.jpg,1-1-24701-27/462
formal,paul-green-cp1159193,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1159193.html,https://i0.schuhe.de/imgdb/img/_weith/089555/cache/089555-detail-04.jpg,2879-039
formal,tamaris-cp1502937,https://www.schuhe.de/damen-must-haves-business-finest/produkt/tamaris-cp1502937.html,https://i0.schuhe.de/imgdb/img/_nwortmann/1-1-24200-20-001-2321/cache/1-1-24200-20-001-2321-detail-04.jpg,1-1-24200-20/001
formal,tamaris-cp1501077,https://www.schuhe.de/damen-must-haves-business-finest/produkt/tamaris-cp1501077.html,https://i1.schuhe.de/imgdb/img/_nwortmann/1-1-24712-20-003-2321/cache/1-1-24712-20-003-2321-detail-04.jpg,1-1-24712-20/003
formal,caprice-cp1501778,https://www.schuhe.de/damen-must-haves-business-finest/produkt/caprice-cp1501778.html,https://i3.schuhe.de/imgdb/img/_nwortmann/9-9-24201-20-040-2321/cache/9-9-24201-20-040-2321-detail-04.jpg,9-9-24201-20/040
formal,lorbac-cp1451835,https://www.schuhe.de/damen-must-haves-business-finest/produkt/lorbac-cp1451835.html,https://i0.schuhe.de/imgdb/img/_fsmedia17/237007523/cache/237007523-detail-04.jpg,8165 Milva
formal,marco-tozzi-cp1393681,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marco-tozzi-cp1393681.html,https://i1.schuhe.de/imgdb/img/_nwortmann/2-2-23712-29-029-2222/cache/2-2-23712-29-029-2222-detail-04.jpg,2-2-23712-29/029
formal,clarks-cp1401605,https://www.schuhe.de/damen-must-haves-business-finest/produkt/clarks-cp1401605.html,https://i1.schuhe.de/imgdb/img/_leifer/236496005/cache/236496005-detail-04.jpg,261552574
formal,gabor-cp1401073,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp1401073.html,https://i1.schuhe.de/imgdb/img/_fsmedia5/2352002959/cache/2352002959-detail-04.jpg,95.244.14
formal,marco-tozzi-cp1497408,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marco-tozzi-cp1497408.html,https://i3.schuhe.de/imgdb/img/_nwortmann/2-2-23715-20-001-2321/cache/2-2-23715-20-001-2321-detail-04.jpg,2-2-23715-20/001
formal,marc-opolo-cp1388475,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marc-opolo-cp1388475.html,https://i2.schuhe.de/imgdb/img/_fsmedia6/2676041021/cache/2676041021-detail-04.jpg,202-16953401-801-110
formal,hoegl-cp1382429,https://www.schuhe.de/damen-must-haves-business-finest/produkt/hoegl-cp1382429.html,https://i1.schuhe.de/imgdb/img/_qbapp/120-222417008/cache/120-222417008-detail-04.jpg,017670418000
formal,hoegl-cp1382428,https://www.schuhe.de/damen-must-haves-business-finest/produkt/hoegl-cp1382428.html,https://i1.schuhe.de/imgdb/img/_qbapp/120-222417007/cache/120-222417007-detail-04.jpg,0-175024-2800
formal,peter-kaiser-cp1377446,https://www.schuhe.de/damen-must-haves-business-finest/produkt/peter-kaiser-cp1377446.html,https://i2.schuhe.de/imgdb/img/_fsmedia13_2/23165300003/cache/23165300003-detail-04.jpg,41 119
formal,marco-tozzi-cp1287491,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marco-tozzi-cp1287491.html,https://i2.schuhe.de/imgdb/img/_nwortmann/2-2-22425-38-522-2221/cache/2-2-22425-38-522-2221-detail-04.jpg,2-2-22425-38/522
formal,gabor-cp212763,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp212763.html,https://i0.schuhe.de/imgdb/img/_buerkle/180317/cache/180317-detail-04.jpg,41.270.77
formal,marco-tozzi-cp1495769,https://www.schuhe.de/damen-must-haves-business-finest/produkt/marco-tozzi-cp1495769.html,https://i0.schuhe.de/imgdb/img/_nwortmann/2-2-29612-20-001-2321/cache/2-2-29612-20-001-2321-detail-04.jpg,2-2-29612-20/001
formal,peter-kaiser-cp1387403,https://www.schuhe.de/damen-must-haves-business-finest/produkt/peter-kaiser-cp1387403.html,https://i3.schuhe.de/imgdb/img/_wolf/29550600002/cache/29550600002-detail-04.jpg,41159 245
formal,lloyd-cp1309550,https://www.schuhe.de/damen-must-haves-business-finest/produkt/lloyd-cp1309550.html,https://i0.schuhe.de/imgdb/img/_fsmedia4/2416691017/cache/2416691017-detail-04.jpg,1257605
formal,kennel-schmenger-cp806181,https://www.schuhe.de/damen-must-haves-business-finest/produkt/kennel-schmenger-cp806181.html,https://i3.schuhe.de/imgdb/img/_fsmedia3/296416412/cache/296416412-detail-04.jpg,3164760403
formal,gabor-cp903751,https://www.schuhe.de/damen-must-haves-business-finest/produkt/gabor-cp903751.html,https://i3.schuhe.de/imgdb/img/_steinmetz/029990/cache/029990-detail-04.jpg,61.340.12
formal,caprice-cp1391851,https://www.schuhe.de/damen-must-haves-business-finest/produkt/caprice-cp1391851.html,https://i3.schuhe.de/imgdb/img/_nwortmann/9-9-25317-29-022-2222/cache/9-9-25317-29-022-2222-detail-04.jpg,9-9-25317-29/022
formal,evaluna-cp1430589,https://www.schuhe.de/damen-must-haves-business-finest/produkt/evaluna-cp1430589.html,https://i0.schuhe.de/imgdb/img/_fsmedia13_2/29240300013/cache/29240300013-detail-04.jpg,4620 ELENA
formal,tamaris-cp1406214,https://www.schuhe.de/damen-must-haves-business-finest/produkt/tamaris-cp1406214.html,https://i3.schuhe.de/imgdb/img/_nwortmann/1-1-23744-29-018-2222/cache/1-1-23744-29-018-2222-detail-04.jpg,1-1-23744-29-018
formal,steve-madden-cp1322627,https://www.schuhe.de/damen-must-haves-business-finest/produkt/steve-madden-cp1322627.html,https://i0.schuhe.de/imgdb/img/_nmuecke/777992/cache/777992-detail-04.jpg,SM11000009/697
formal,triver-flight-cp837152,https://www.schuhe.de/damen-must-haves-business-finest/produkt/triver-flight-cp837152.html,https://i1.schuhe.de/imgdb/img/_fsmedia19/252000118290/cache/252000118290-detail-04.jpg,28-nero
formal,paul-green-cp1171779,https://www.schuhe.de/damen-must-haves-business-finest/produkt/paul-green-cp1171779.html,https://i1.schuhe.de/imgdb/img/_fsmedia5/2455100015/cache/2455100015-detail-04.jpg,2901-029
formal,peter-kaiser-cp857261,https://www.schuhe.de/damen-must-haves-business-finest/produkt/peter-kaiser-cp857261.html,https://i3.schuhe.de/imgdb/img/_fsmedia19/235440100010/cache/235440100010-detail-04.jpg,19545-161
